path,bytes,sha256
docking\outputs\NV-011_FXR_LBD_out.pdbqt,31482,d3ac464a56d57c08f7ea0a24bdc7a8062ad6bbc7d373e8f3ae441d727ba9c641
docking\outputs\NV-011_KEAP1_KELCH_out.pdbqt,31482,c56b0ee0ebce2920862405b71c037eda10860fdff890ea41b67857d3dbc62649
docking\outputs\NV-012_FXR_LBD_out.pdbqt,31491,ec31bdc64c62adea8ea4c95e85300a48c8a6ab574494ba2de7f38eb93430d7e0
docking\outputs\NV-012_KEAP1_KELCH_out.pdbqt,31491,1144e3ad58a0cd9509248b00104344595fff52fd4ebf63b77c926114928bc5b3
docking\pdb\1OSH.pdb,197316,cc43337561882616da7089e0e3f3843ad1a827d58ad39970ac5c257dfeb40215
docking\pdb\2FLU.pdb,258795,0c39f72503c0e88a85948bcc65161a785eded4e5afb37c2d19e10b5feba941aa
docking\pdb\4IQK.pdb,227367,e48207069ed7381a4b6d8ff4c89f6b0fd6396ce281291e19b01076168bbe703d
docking\pdb\4L7B.pdb,438210,8679c17f2c89ab2713df0a667650218060a6c0d81f9882460632fa0cbc455da9
docking\receptors\FXR_LBD_1OSH.pdbqt,173583,3ba5f9faf94b93ea9fb795f035891017181ee2e4c495c2a5fc79b0fcc3fc4c3c
docking\receptors\FXR_LBD_1OSH_clean.pdb,145063,51ae41d7f317bca4ef1af060da9ff98bf0518825516ae6c523fb42c8f6a9ee82
docking\receptors\FXR_LBD_1OSH_FEX_crystal.sdf,8214,d8af6dd860a7fad7971a1d1c3ec0ec827e7dcc6e82a39715e2f57f62d2897287
docking\receptors\FXR_LBD_1OSH_FEX_lig.pdb,3039,335b222b17d10805f962631b09b6dfd8ab26869390cbab97468cfaa08e556baf
docking\receptors\KEAP1_KELCH_4IQK.pdbqt,218052,1f703f1dfb7d0b0d365659257e4f8dd24a2ccab5d5f7069e7598f14c2aa59b4d
docking\receptors\KEAP1_KELCH_4IQK_clean.pdb,179257,bde83c4545aadebd4996277160c95cf84e44bc19f4cae3f97c9775ddb35dbb6b
docking\receptors\KEAP1_KELCH_4IQK_IQK_crystal.sdf,7095,03f6e565b97aab56eded51e9c27e4da7c52b832277649b2b56053af6d68ca26f
docking\receptors\KEAP1_KELCH_4IQK_IQK_lig.pdb,2793,ab9c0ae9216450731f43c32c7cceacdd0fa5318b0706e624df6a69f5208c33e4
results\figures\diverse_top10.png,64564,75680f6cb8c2eae2a9793e26bf9c1a5efc90f32f3c4d8462056541d16687c900
results\figures\model_vs_dock_real.png,121004,6c124f5fc7e0e66ba7ef0c41697abba0ded07cac26a077f2e5f0a870ab962a01
results\figures\reliability_diagram.png,55956,e2b9c26a61a38964c4fd7ac4e22a6d184e7186662e3ac8e7f362cdf5ec0123db
results\metrics\fusion_summary.json,1032,948f400476ef7e75def7aee7784a1fda89d44c959820784e6a48a185548291da
results\metrics\model_summary.json,608,ed5f107fea7ff79da1078cfee100ba43b587fc588e47ad7e53d4f46c421dc7b2
results\predictions\fullpool_predictions.csv,3829,198bb3eb5e68df9a1b6a783ae1d8a690d8853d2e50e1e00dd1aa833ccd28ced5
results\predictions\test_predictions.csv,1164,87d83b64d60c29428fd19d6bcdc10fc54898960ac7eb3c4de2a6d9c724e64df2
results\tables\diverse_top10.csv,1360,59811dda784f1a1a03fcf477b0d2e28d025c39884c35d77d18f78f7ef9425b12
results\tables\docking_real_scores.csv,5373,62faa0e534d828a21903671c38afa6f42e57b1aad55e6d9e6ae24126ab67656d
results\tables\final_ranking_v2_real.csv,7070,df5739f70269922b1fbd9bf4cab09788502dd34eed6fe74fb2604b7908a36680
results\tables\prefilter_report.csv,1644,ddbbc8480ce75f11bdf055c7286b54108dd03f478b386c411f5a916064acd086
